Generation,Treatment,Sample,Sex,GenTreatment,Antibiotic,Sugar.Weight,Glucose ,Trehalose,Glycogen,Fat.Weight,TAG
F2,C+,20,female,C,antibiotic,3.51,5.923553611,4.819377786,18.98461902,3.68,19.26193777
F2,C+,21,female,C,antibiotic,3.21,3.995645941,4.492952817,23.71668042,3.79,29.11236195
F2,C+,22,female,C,antibiotic,3.87,8.735626867,9.179383979,57.12295899,3.77,37.74034769
F2,C+,23,female,C,antibiotic,3.99,11.31221754,14.59357956,60.81675038,3.69,4.977664281
F2,C+,24,female,C,antibiotic,3.65,9.457043487,12.2581912,61.58737011,3.79,27.48659647
F2,C+,25,female,C,antibiotic,3.56,8.926745657,5.810862348,42.70275692,3.96,26.2173207
F2,C+,26,female,C,antibiotic,3.63,8.326755157,13.58106555,46.21869939,3.86,24.83134614
F2,C+,27,female,C,antibiotic,3.64,8.490651853,16.26445613,29.170024,3.8,30.95938155
F2,C+,28,female,C,antibiotic,3.53,7.754710167,10.99506094,45.37583918,3.76,23.66223627
F2,H+,1,female,H,antibiotic,3.7,9.227346761,5.281832659,38.47558284,3.61,16.17663568
F2,H+,2,female,H,antibiotic,3.27,7.638183544,3.908882927,30.78555089,3.56,20.29495178
F2,H+,3,female,H,antibiotic,3.55,10.37809217,6.740008059,30.27799567,3.51,31.07505376
F2,H+,4,female,H,antibiotic,3.61,7.053773837,5.135694588,38.23463077,3.37,32.78528548
F2,H+,5,female,H,antibiotic,3.63,8.825118473,6.066980877,27.95372224,3.84,29.91913545
F2,H+,6,female,H,antibiotic,3.33,9.87136685,4.885469834,44.97667283,3.7,19.70191499
F2,H+,7,female,H,antibiotic,3.59,8.814003451,9.195156032,39.07348785,3.87,13.02000104
F2,H+,8,female,H,antibiotic,3.76,7.554629273,6.903511688,49.11200211,3.75,25.30921899
F2,H+,9,female,H,antibiotic,3.75,8.469239797,6.822667304,42.52086039,3.96,22.63110272
F2,H+,10,female,H,antibiotic,3.44,7.402340447,6.89835943,58.7939304,3.72,22.30404135
F2,H+,11,female,H,antibiotic,3.43,9.326916163,10.75352889,40.04314313,3.68,16.8572934
F2,H+,12,female,H,antibiotic,3.53,10.30300451,10.35004624,65.30055911,3.68,27.44645706
F2,H+,13,female,H,antibiotic,3.64,9.554487879,10.8455976,34.76904638,3.78,15.99374863
F2,H+,14,female,H,antibiotic,3.46,8.165985392,11.48166425,39.72097274,3.92,11.81994422
F2,H+,15,female,H,antibiotic,3.73,9.483939099,10.33554894,22.56166312,3.79,42.74346766
F2,H+,16,female,H,antibiotic,3.85,7.740014995,12.82411992,29.76668263,3.9,28.37733606
F2,H+,17,female,H,antibiotic,3.43,9.688295131,10.86567149,33.46183737,3.93,26.54837409
F2,H+,18,female,H,antibiotic,3.48,7.821529131,8.175013084,21.53988159,3.86,25.0811424
F2,H+,19,female,H,antibiotic,3.75,11.15298802,10.71793796,51.28268951,3.54,15.24252045
F2,H+,20,female,H,antibiotic,3.46,7.788385269,13.49780601,51.84569135,3.89,27.85645301
F2,H+,21,female,H,antibiotic,3.79,7.263624326,6.395105823,21.55284223,3.54,24.14448272
F2,H+,22,female,H,antibiotic,3.76,10.69565017,17.07783477,46.73716858,3.86,19.74034577
F2,H+,23,female,H,antibiotic,3.2,8.299472477,9.469500612,28.85287289,4.09,19.9317256
F2,H+,24,female,H,antibiotic,3.46,5.955682084,13.81585411,64.18459848,3.8,31.17815353
F2,H+,25,female,H,antibiotic,3.87,10.50219468,14.97679405,64.90971913,3.95,28.92504521
F2,H+,26,female,H,antibiotic,3.66,8.688751453,14.71572075,43.64769715,3.82,21.66485191
F2,H+,27,female,H,antibiotic,3.56,8.694261559,12.08812814,56.35624349,3.84,31.10083165
F2,H+,28,female,H,antibiotic,3.73,7.936010915,13.47874785,42.77987661,3.59,21.98225848
F2,N-,1,female,N,no antibiotic,4.01,10.1564659,8.968613801,48.24687314,3.35,17.20813131
F2,N-,2,female,N,no antibiotic,3.92,8.781183804,8.328273518,34.519685,3.51,17.13669953
F2,N-,3,female,N,no antibiotic,3.67,7.816202554,7.881441598,43.30829401,3.46,17.24437551
F2,N-,4,female,N,no antibiotic,4.01,10.43072044,7.922011903,53.71601279,3.81,14.22045663
F2,N-,5,female,N,no antibiotic,4.01,11.63319194,18.08792507,75.43788649,3.79,17.98862191
F2,N-,6,female,N,no antibiotic,3.42,10.77326886,7.514430707,49.61735737,3.55,12.68362962
F2,N-,7,female,N,no antibiotic,3.56,9.582379863,12.28617916,60.0880279,3.98,23.35138076
F2,N-,8,female,N,no antibiotic,3.96,8.930843994,3.80304374,30.32972763,3.44,13.82873822
F2,N-,9,female,N,no antibiotic,3.9,8.367341599,8.733698748,26.99543303,3.63,20.62782484
F2,N-,10,female,N,no antibiotic,3.62,11.76123327,2.218019244,19.35310343,3.86,20.20341458
F2,N-,11,female,N,no antibiotic,3.72,8.093998316,5.471477937,27.08536812,3.73,14.90729654
F2,N-,12,female,N,no antibiotic,3.98,8.591192981,12.08564143,31.70223169,3.5,21.39233919
F2,N-,13,female,N,no antibiotic,4.01,11.59207313,7.006092366,72.55078076,3.82,19.15427132
F2,N-,14,female,N,no antibiotic,3.72,9.179130706,10.22970714,59.29996433,3.64,15.02654018
F2,N-,15,female,N,no antibiotic,3.86,12.61280658,12.18476427,78.17305574,3.9,21.21612135
F2,N-,16,female,N,no antibiotic,3.11,6.359135847,7.478073455,46.47029482,3.73,25.23183146
F2,N-,17,female,N,no antibiotic,3.91,10.22486302,11.81910136,59.05993902,4.08,18.47412533
F2,N-,18,female,N,no antibiotic,3.52,6.220921115,13.42718086,60.72227511,3.31,14.4622635
F2,N-,19,female,N,no antibiotic,3.65,9.406918661,10.63484106,58.87590962,3.7,18.61254015
F2,N-,20,female,N,no antibiotic,3.92,7.735944227,10.71343302,50.05998833,3.69,12.68958217
F2,N-,21,female,N,no antibiotic,3.52,7.291022825,6.232997013,34.69130041,3.67,12.45575343
F2,N-,22,female,N,no antibiotic,3.81,10.43694036,10.99945979,41.69791665,3.23,19.63487105
F2,N-,23,female,N,no antibiotic,3.87,9.769857483,8.753484462,63.0717663,3.65,22.08948394
F2,N-,24,female,N,no antibiotic,3.68,8.666746137,15.97704868,43.45446598,3.76,15.79242977
F2,N-,25,female,N,no antibiotic,3.42,8.75318444,11.07388771,59.64103816,3.69,25.74590521
F2,N-,26,female,N,no antibiotic,3.67,10.49562478,7.958230606,39.92333757,3.39,15.29282915
F2,N-,27,female,N,no antibiotic,3.59,10.16697858,10.3387492,46.60069819,3.77,20.42349833
F2,N-,28,female,N,no antibiotic,3.63,8.76604605,11.88126678,59.27283331,3.79,24.30440923
F2,C-,1,female,C,no antibiotic,3.8,11.16223168,7.054089785,41.07109168,3.87,19.75337442
F2,C-,2,female,C,no antibiotic,3.87,10.04137276,7.186394933,45.16285952,3.53,23.19984387
F2,C-,3,female,C,no antibiotic,4.18,12.94040887,7.051388456,48.53711852,4.13,17.92836953
F2,C-,4,female,C,no antibiotic,3.68,9.062329067,10.11825548,62.02067683,3.6,22.45189267
F2,C-,5,female,C,no antibiotic,3.64,13.73998267,7.524954109,43.98268926,3.61,23.46634583
F2,C-,6,female,C,no antibiotic,3.66,10.82756944,5.904627962,67.92424742,4.02,22.48210295
F2,C-,7,female,C,no antibiotic,3.59,8.902727552,8.079453176,29.8977775,3.84,23.39173375
F2,C-,8,female,C,no antibiotic,3.88,8.182667609,7.37392623,36.60556935,3.49,16.56043642
F2,C-,9,female,C,no antibiotic,3.73,10.91921423,7.326550743,47.82899288,3.8,26.82879944
F2,C-,10,female,C,no antibiotic,3.67,7.627473087,3.385679977,23.64957242,3.56,28.65347506
F2,C-,11,female,C,no antibiotic,3.93,8.642594281,4.681953636,45.90287226,3.61,19.92532126
F2,C-,12,female,C,no antibiotic,3.68,7.603812337,8.782411102,43.74684378,3.8,26.58446538
F2,C-,13,female,C,no antibiotic,3.48,7.905393944,5.798087473,60.62530846,3.45,15.7454025
F2,C-,14,female,C,no antibiotic,3.82,6.249653706,12.85496978,45.86456975,3.61,23.07149079
F2,C-,15,female,C,no antibiotic,3.51,9.254519962,15.46293841,37.46026494,3.63,33.94144349
F2,C-,16,female,C,no antibiotic,3.64,9.881680918,13.64109842,52.51863806,3.97,24.72159814
F2,C-,17,female,C,no antibiotic,3.75,11.673596,11.6974335,51.88257059,3.6,21.35640944
F2,C-,18,female,C,no antibiotic,3.56,14.87266449,10.99655034,72.16819868,3.82,18.31973107
F2,C-,19,female,C,no antibiotic,3.9,10.51136718,13.40882872,45.02509384,4,35.03924822
F2,C-,20,female,C,no antibiotic,3.55,12.05703416,15.21205538,55.67080604,3.67,18.40495117
F2,C-,21,female,C,no antibiotic,3.54,10.37587749,25.49191728,26.62200835,3.71,27.57328631
F2,C-,22,female,C,no antibiotic,3.9,7.049780393,10.22296129,36.6341857,3.61,34.52350839
F2,C-,23,female,C,no antibiotic,3.58,11.63766444,13.60311546,41.89387019,3.9,29.97675567
F2,C-,24,female,C,no antibiotic,3.6,9.29234832,14.89146206,58.34630234,3.74,19.57582829
F2,C-,25,female,C,no antibiotic,3.88,9.737080372,10.48914109,60.903661,3.66,11.81765365
F2,C-,26,female,C,no antibiotic,4,7.284071966,7.634042951,52.10986743,3.7,25.87670342
F2,C-,27,female,C,no antibiotic,3.6,8.142555306,9.936450747,38.90688648,3.62,33.48618754
F2,C-,28,female,C,no antibiotic,3.8,10.11669804,11.6520178,79.06160181,4.12,33.66896464
F2,H-,1,female,H,no antibiotic,3.76,11.27719649,13.24253381,32.68292864,3.96,29.83359204
F2,H-,2,female,H,no antibiotic,3.89,8.452464047,11.03591343,54.85635948,3.69,30.50789627
F2,H-,3,female,H,no antibiotic,4.02,12.1889344,6.320560855,50.09145827,3.63,35.87232188
F2,H-,4,female,H,no antibiotic,3.52,6.150197108,10.17522056,39.02228245,4.04,22.71239948
F2,H-,5,female,H,no antibiotic,3.84,11.03283805,7.213932532,58.28810692,3.61,10.65650604
F2,H-,6,female,H,no antibiotic,3.99,10.47552245,5.004037695,78.35561346,3.83,15.81612322
F2,H-,7,female,H,no antibiotic,3.78,9.721691417,5.001336449,51.54311976,3.7,24.99788645
F2,H-,8,female,H,no antibiotic,3.85,11.28956489,7.176668866,51.87815115,3.81,21.13412982
F2,H-,9,female,H,no antibiotic,3.58,9.466962685,13.91445904,55.60364774,3.92,40.47790805
F2,H-,10,female,H,no antibiotic,3.81,7.453929206,12.49585774,70.49954109,3.83,34.68340808
F2,H-,11,female,H,no antibiotic,3.95,10.50236673,10.87328513,72.49797218,3.63,23.08706769
F2,H-,12,female,H,no antibiotic,4.01,8.619730139,10.87771224,58.16172211,3.66,23.85819435
F2,H-,13,female,H,no antibiotic,3.87,10.69648381,4.074519475,59.28290381,3.79,28.34977636
F2,H-,14,female,H,no antibiotic,3.93,9.850146199,7.647493841,67.837611,3.64,9.904481062
F2,H-,15,female,H,no antibiotic,3.75,11.00773054,20.86007369,58.55673542,3.62,17.7264222
F2,H-,16,female,H,no antibiotic,4.09,10.10277519,11.31009496,77.2767014,3.51,6.164720776
F2,H-,17,female,H,no antibiotic,3.89,9.886729366,8.928261736,46.6789272,3.82,29.11800948
F2,H-,18,female,H,no antibiotic,3.84,12.66721535,11.75374942,69.60032699,3.69,23.93036918
F2,H-,19,female,H,no antibiotic,3.67,8.395582316,6.392901388,36.46087701,3.47,16.02584705
F2,H-,20,female,H,no antibiotic,3.43,7.677207578,10.44320912,34.26766488,3.58,25.13860677
F2,H-,21,female,H,no antibiotic,3.96,8.814200635,15.73041971,65.08866988,3.55,13.90455201
F2,H-,22,female,H,no antibiotic,3.53,8.429967129,8.415810332,36.17496065,4.03,25.05388813
F2,H-,23,female,H,no antibiotic,3.86,8.157606397,8.265874364,28.33853371,4.11,31.09850985
F2,H-,24,female,H,no antibiotic,3.56,8.655231518,9.034344486,27.30092092,4.12,18.62956918
F2,H-,25,female,H,no antibiotic,3.83,6.189122297,8.411181192,47.53763875,3.65,19.88257141
F2,H-,26,female,H,no antibiotic,3.69,7.36569029,4.781521318,28.78679501,3.17,10.35149796
F2,H-,27,female,H,no antibiotic,3.45,7.185730584,13.22080312,33.24733571,4.02,20.17015412
F2,H-,28,female,H,no antibiotic,3.67,8.448538857,14.73778561,56.36627596,3.98,35.33495423
F3,N+,1,male,N,antibiotic,2.5,8.632455798,1.526212932,19.15638794,2.48,10.31726138
F3,N+,2,male,N,antibiotic,2.62,13.20828015,3.893247836,37.0784183,2.65,13.88836599
F3,N+,3,male,N,antibiotic,2.59,9.941398986,4.807109795,28.19122798,2.76,13.16977507
F3,N+,4,male,N,antibiotic,2.33,6.582043727,3.609426024,16.89038548,2.63,6.681026234
F3,N+,5,male,N,antibiotic,2.51,9.05295944,8.048874943,32.65792732,2.54,10.11291534
F3,N+,6,male,N,antibiotic,2.65,8.98097053,8.397308199,22.66060495,2.76,12.01814691
F3,N+,7,male,N,antibiotic,2.79,8.417224174,8.954642097,28.13340685,2.5,13.67197512
F3,N+,8,male,N,antibiotic,2.35,6.217789711,8.124113357,28.96291172,2.47,9.72711829
F3,N+,9,male,N,antibiotic,2.62,5.477012338,5.720098085,16.37576632,2.51,7.165829343
F3,N+,10,male,N,antibiotic,2.6,8.451467079,8.594827877,20.52008825,2.64,14.96267898
F3,N+,11,male,N,antibiotic,2.82,6.931849878,7.738586385,33.05603856,2.79,12.86814354
F3,N+,12,male,N,antibiotic,2.12,7.405893154,11.65096419,35.48342635,2.66,8.627995751
F3,N+,13,male,N,antibiotic,2.47,8.983209837,8.739443193,30.14358217,2.73,8.092295772
F3,N+,14,male,N,antibiotic,2.32,5.669937333,12.44830134,16.96729509,2.4,1.96042145
F3,N+,15,male,N,antibiotic,2.35,7.019485994,11.38517592,27.36728294,2.63,7.178851922
F3,N+,16,male,N,antibiotic,2.77,2.62345679,4.007214802,11.49874347,2.5,9.017991214
F3,N+,17,male,N,antibiotic,2.86,8.646194565,14.79610796,34.3771682,2.54,5.884368027
F3,N+,18,male,N,antibiotic,2.42,6.355750048,9.60316668,20.85814371,2.71,8.598982562
F3,N+,19,male,N,antibiotic,2.58,7.326407048,10.60756704,26.86077122,2.74,13.56126025
F3,N+,20,male,N,antibiotic,2.64,3.176229508,5.794721697,15.45967313,2.75,16.00570928
F3,N+,21,male,N,antibiotic,2.25,6.720711297,9.422342381,24.67415368,2.55,4.488359399
F3,N+,22,male,N,antibiotic,2.39,4.521334396,12.51458827,24.1945392,2.66,10.408817
F3,N+,23,male,N,antibiotic,2.48,7.055794489,10.41452808,40.12839206,2.7,15.76857436
F3,N+,24,male,N,antibiotic,2.64,7.779485251,11.00670833,56.11102997,2.81,8.647755848
F3,N+,25,male,N,antibiotic,2.57,9.185553316,13.08809505,29.95073653,2.67,8.574140093
F3,N+,26,male,N,antibiotic,2.69,6.850959482,16.61243328,46.80043904,2.7,14.29597628
F3,N+,27,male,N,antibiotic,2.58,9.204583018,13.52525451,43.81389538,2.47,8.717043656
F3,N+,28,male,N,antibiotic,2.66,7.553335421,12.39990172,40.32971934,2.5,7.705895069
F3,N+,29,male,N,antibiotic,2.74,5.513673066,9.948604109,14.53410776,2.76,12.82272415
F3,N+,30,male,N,antibiotic,2.44,5.01269785,8.430939228,15.72422022,2.62,15.33274869
F3,N+,31,male,N,antibiotic,2.61,6.666878587,7.102430381,9.682886928,2.46,5.360964084
F3,N+,32,male,N,antibiotic,2.54,7.238142088,4.187974751,9.454294144,2.47,5.404538209
F3,N+,33,male,N,antibiotic,2.63,12.06127451,6.093868694,17.14341838,2.59,13.41250094
F3,N+,34,male,N,antibiotic,2.74,6.873068295,9.772364108,9.455338216,2.63,15.35031897
F3,N+,35,male,N,antibiotic,2.62,9.515661509,9.239368488,24.8400206,2.56,16.46494374
F3,C+,1,male,C,antibiotic,2.55,12.36402377,4.384952013,32.98245139,2.61,11.93211656
F3,C+,2,male,C,antibiotic,2.42,8.555811909,4.160868966,30.2983885,2.63,3.463371201
F3,C+,3,male,C,antibiotic,2.46,6.970911029,7.15354484,31.54364017,2.63,11.06162529
F3,C+,4,male,C,antibiotic,2.68,6.898209322,4.974050131,8.596241358,2.63,15.76154909
F3,C+,5,male,C,antibiotic,2.76,7.866278363,8.065561188,22.90981815,2.57,12.18036303
F3,C+,6,male,C,antibiotic,2.72,6.766138756,7.88364481,22.46093936,2.55,10.52427166
F3,C+,7,male,C,antibiotic,2.41,7.130793777,6.506777401,21.16949867,2.63,11.47364858
F3,C+,8,male,C,antibiotic,2.54,7.262093582,7.477347416,34.96606636,2.66,9.336515979
F3,C+,9,male,C,antibiotic,2.57,8.152536746,7.522782819,28.18095301,2.72,10.39178517
F3,C+,10,male,C,antibiotic,2.58,7.675161549,18.14864626,43.32852716,2.59,6.423329002
F3,C+,11,male,C,antibiotic,2.58,8.627490248,9.259329881,26.49432352,2.82,10.0475962
F3,C+,12,male,C,antibiotic,2.81,5.605115044,5.386912243,21.22782297,2.6,13.04372219
F3,C+,13,male,C,antibiotic,2.9,8.422841449,7.745323331,45.60557318,2.57,11.2094106
F3,C+,14,male,C,antibiotic,2.7,6.208861711,9.657788767,22.84529392,2.68,9.6910862
F3,C+,15,male,C,antibiotic,2.58,5.475917431,13.76649153,30.08799698,2.47,9.075784591
F3,C+,16,male,C,antibiotic,2.82,5.962343096,15.75831603,52.3460784,2.51,7.437822021
F3,C+,17,male,C,antibiotic,2.83,8.053352737,11.43406138,22.88939062,2.59,4.263126944
F3,C+,18,male,C,antibiotic,2.72,7.561007813,12.67494146,44.99471867,2.26,8.161520922
F3,C+,19,male,C,antibiotic,2.71,9.368861376,16.36088593,27.48848954,2.71,3.267527634
F3,C+,20,male,C,antibiotic,2.58,7.288600292,13.95219479,28.658442,2.82,15.76154909
F3,C+,21,male,C,antibiotic,2.4,5.484198816,11.24870795,26.46830264,2.62,11.20067826
F3,C+,22,male,C,antibiotic,2.44,6.640322567,9.402076752,32.56592149,2.61,8.581379687
F3,C+,23,male,C,antibiotic,2.25,4.560076568,10.14469555,24.13960653,2.51,5.619975947
F3,C+,24,male,C,antibiotic,2.64,4.578863802,14.95632756,63.32540465,2.54,8.550029661
F3,C+,25,male,C,antibiotic,2.4,7.659578819,14.76786006,41.34777868,2.66,9.148171008
F3,C+,26,male,C,antibiotic,2.57,8.870841996,21.86386115,43.23323858,2.52,19.56280979
F3,C+,27,male,C,antibiotic,2.62,9.784904206,15.44048079,52.83719544,2.55,5.005731264
F3,C+,28,male,C,antibiotic,3.13,4.250911753,13.20355902,43.50116256,2.5,6.254318661
F3,C+,29,male,C,antibiotic,2.55,5.472529921,8.716324376,19.01397446,2.75,9.953330241
F3,C+,30,male,C,antibiotic,2.37,6.949325349,10.22232592,16.89581021,2.53,7.678485908
F3,C+,31,male,C,antibiotic,2.48,7.027320582,11.0908035,20.35000803,2.7,8.772289757
F3,C+,32,male,C,antibiotic,2.75,5.157271242,9.011930243,23.39076795,2.63,10.77267972
F3,C+,33,male,C,antibiotic,2.82,5.778677505,10.83709222,21.25378533,2.46,9.775095707
F3,C+,34,male,C,antibiotic,2.57,10.80670975,7.81412837,27.39683062,2.65,9.760657715
F3,C+,35,male,C,antibiotic,2.62,10.25222399,7.588694703,26.63201905,2.76,11.21392653
F3,H+,1,male,H,antibiotic,2.38,9.001843687,5.535922531,37.09489961,2.58,7.814165646
F3,H+,2,male,H,antibiotic,2.7,8.079954955,6.543193883,20.8907059,2.59,4.093210205
F3,H+,3,male,H,antibiotic,2.54,7.958205114,9.378075078,33.58572834,2.59,11.05474101
F3,H+,4,male,H,antibiotic,2.51,7.89361711,8.401010665,15.92768927,2.76,7.250007108
F3,H+,5,male,H,antibiotic,2.52,8.378307712,8.297606853,36.46709324,2.51,4.707700123
F3,H+,6,male,H,antibiotic,2.5,8.094265665,9.666215306,25.13190359,2.94,5.050264374
F3,H+,7,male,H,antibiotic,2.57,9.243130865,7.701152331,42.51147612,2.62,4.318522683
F3,H+,8,male,H,antibiotic,2.63,8.683927928,8.619523851,27.03787342,2.55,8.583311135
F3,H+,9,male,H,antibiotic,2.72,8.541890202,9.195376522,17.18117096,2.35,5.330498102
F3,H+,10,male,H,antibiotic,2.58,5.016380016,10.05430252,35.50476936,2.63,5.995073321
F3,H+,11,male,H,antibiotic,2.67,9.415524749,9.091432541,32.51860284,2.88,10.77451672
F3,H+,12,male,H,antibiotic,2.67,6.913415432,5.767573439,16.98833969,2.78,11.08038682
F3,H+,13,male,H,antibiotic,2.57,9.037749142,5.412614902,30.17699718,2.55,9.275124324
F3,H+,14,male,H,antibiotic,2.42,6.742938738,14.90415884,27.98073887,2.63,8.000868435
F3,H+,15,male,H,antibiotic,2.75,9.955752212,15.94145543,35.92498152,2.63,6.602998584
F3,H+,16,male,H,antibiotic,2.56,6.437201632,11.36939752,32.564601,2.68,13.73145183
F3,H+,17,male,H,antibiotic,2.63,10.14903105,11.68320059,32.73463691,2.71,7.365190521
F3,H+,18,male,H,antibiotic,2.68,8.757637475,11.19171351,34.40092734,2.77,11.87213221
F3,H+,19,male,H,antibiotic,2.49,9.263157895,13.5983733,53.14246879,2.72,13.61701969
F3,H+,20,male,H,antibiotic,2.47,5.616970167,9.472572096,25.1771482,2.49,8.748770733
F3,H+,21,male,H,antibiotic,2.69,7.489451477,17.09717715,43.7408642,2.67,5.660329193
F3,H+,22,male,H,antibiotic,2.72,6.748466258,14.71606463,54.85927241,2.44,2.538487588
F3,H+,23,male,H,antibiotic,2.54,7.695957932,13.6940632,36.45650419,2.59,7.135955193
F3,H+,24,male,H,antibiotic,2.56,5.430015378,12.60119054,20.58246504,2.86,8.102479641
F3,H+,25,male,H,antibiotic,2.9,7.216189972,11.24110559,29.73137223,2.67,8.565246897
F3,H+,26,male,H,antibiotic,2.54,8.443455895,14.84615256,47.09815653,2.7,12.12975298
F3,H+,27,male,H,antibiotic,2.19,8.135870881,17.89565123,57.65529659,2.62,8.166463667
F3,H+,28,male,H,antibiotic,2.4,6.723558115,11.25596128,28.4141176,2.76,9.805328363
F3,H+,29,male,H,antibiotic,2.62,5.421256019,17.98846995,15.45237747,2.72,8.288765986
F3,H+,30,male,H,antibiotic,2.27,9.475656174,8.687908453,36.54646484,2.54,8.900183743
F3,H+,31,male,H,antibiotic,2.41,11.53651116,12.46522495,29.77175401,2.54,10.21608477
F3,H+,32,male,H,antibiotic,2.48,7.360294118,12.17872365,21.61987803,2.33,3.144036008
F3,H+,33,male,H,antibiotic,2.83,11.94852941,8.714519052,29.1846332,2.57,5.416439065
F3,H+,34,male,H,antibiotic,2.44,10.46661104,4.230309159,14.86925644,2.56,4.580602651
F3,H+,35,male,H,antibiotic,2.15,8.733463265,6.864915007,24.0065522,2.41,3.453745061
F3,N-,1,male,N,no antibiotic,2.71,10.07099603,7.890404286,33.68168227,2.51,10.17678813
F3,N-,2,male,N,no antibiotic,2.43,8.402061014,6.950845883,16.12967366,2.51,10.03384161
F3,N-,3,male,N,no antibiotic,2.47,8.245892598,7.80666388,42.47251382,2.74,11.09174631
F3,N-,4,male,N,no antibiotic,2.61,8.50801198,17.39286416,21.77919441,2.69,12.39902202
F3,N-,5,male,N,no antibiotic,2.58,6.746845138,6.780933566,32.39407104,2.42,12.6734444
F3,N-,6,male,N,no antibiotic,2.71,7.535704784,9.616415877,53.60385988,2.36,11.16809332
F3,N-,7,male,N,no antibiotic,2.43,7.107752435,6.0483512,29.38077429,2.61,9.59474007
F3,N-,8,male,N,no antibiotic,2.63,7.505443768,9.509381853,40.80446414,2.74,8.794158368
F3,N-,9,male,N,no antibiotic,2.33,7.803558942,10.26784873,48.01781267,2.46,14.09979089
F3,N-,10,male,N,no antibiotic,2.36,7.053339923,10.37366977,39.96270174,2.61,9.329648515
F3,N-,11,male,N,no antibiotic,2.46,5.872506365,5.517038883,35.50395991,2.33,8.183192055
F3,N-,12,male,N,no antibiotic,2.62,5.797806805,7.844452271,24.50614693,2.57,5.288543512
F3,N-,13,male,N,no antibiotic,2.48,9.042130366,8.365762458,46.43172584,2.55,11.21551698
F3,N-,14,male,N,no antibiotic,2.52,7.70551088,11.09217919,44.51475697,2.51,14.88905678
F3,N-,15,male,N,no antibiotic,2.44,9.453580675,12.66290555,52.70532708,2.64,15.14431109
F3,N-,16,male,N,no antibiotic,2.45,6.541648543,11.20899746,38.66682915,2.51,11.97336561
F3,N-,17,male,N,no antibiotic,2.53,8.721360139,13.51618233,35.01410049,2.47,13.86500546
F3,N-,18,male,N,no antibiotic,2.74,6.739593541,11.06458412,34.89205441,2.63,15.67831231
F3,N-,19,male,N,no antibiotic,2.35,10.67958501,14.29440293,45.64790609,2.45,15.57476169
F3,N-,20,male,N,no antibiotic,2.46,7.184101332,12.16178099,36.93854159,2.61,12.1502735
F3,N-,21,male,N,no antibiotic,2.6,8.240052087,15.67310337,50.70132428,2.59,11.00804516
F3,N-,22,male,N,no antibiotic,2.54,7.140274142,14.69794966,37.79268642,2.59,15.22961642
F3,N-,23,male,N,no antibiotic,2.59,8.056543369,13.73872507,58.24469991,2.68,11.29798546
F3,N-,24,male,N,no antibiotic,2.52,6.431249865,15.32758738,28.47903254,2.54,18.12179115
F3,N-,25,male,N,no antibiotic,2.71,9.158653846,14.4745196,15.54864643,2.59,12.6562575
F3,N-,26,male,N,no antibiotic,2.47,5.724831616,10.69825153,32.94039756,2.61,12.91363518
F3,N-,27,male,N,no antibiotic,2.57,8.32372776,14.52260175,35.51391588,2.58,12.58779408
F3,N-,28,male,N,no antibiotic,2.48,6.944764612,15.78435996,65.24127413,2.53,10.26503376
F3,N-,29,male,N,no antibiotic,2.66,7.567795626,9.793725429,28.32216381,2.66,14.10528306
F3,N-,30,male,N,no antibiotic,2.54,6.28612481,12.28578835,22.6012778,2.74,17.1716534
F3,N-,31,male,N,no antibiotic,2.45,7.063165924,10.7945391,19.66216065,2.64,10.19380521
F3,N-,32,male,N,no antibiotic,2.5,6.964220029,10.46079643,37.56949587,2.7,15.49234029
F3,N-,33,male,N,no antibiotic,2.55,9.390838347,8.035061502,21.02041878,2.45,17.68335716
F3,N-,34,male,N,no antibiotic,2.53,11.42113784,7.084468384,26.15972836,2.76,14.03350406
F3,N-,35,male,N,no antibiotic,2.53,10.94867578,7.204456575,30.19421837,2.57,7.70308959
F3,C-,1,male,C,no antibiotic,2.79,7.310271611,6.46236829,34.21710978,2.59,7.089901013
F3,C-,2,male,C,no antibiotic,2.58,8.315627557,6.003200684,14.03153072,2.74,9.309302143
F3,C-,3,male,C,no antibiotic,2.53,7.240900086,6.517852558,28.70347505,2.24,8.316928795
F3,C-,4,male,C,no antibiotic,2.67,8.127422174,10.012955,16.00777483,2.68,11.24669672
F3,C-,5,male,C,no antibiotic,2.46,8.047591534,6.309241181,26.49349443,2.57,10.79263638
F3,C-,6,male,C,no antibiotic,2.59,5.364426313,8.726103516,24.61425682,2.56,7.368019021
F3,C-,7,male,C,no antibiotic,2.61,9.471978945,7.082810435,41.78001713,2.33,6.300120134
F3,C-,8,male,C,no antibiotic,2.6,5.131391945,5.802899314,36.0824264,2.88,9.918630426
F3,C-,9,male,C,no antibiotic,2.73,6.664666109,8.166954512,38.77076392,2.45,8.575600831
F3,C-,10,male,C,no antibiotic,2.74,7.238963679,8.547367782,33.65064671,2.5,9.341897279
F3,C-,11,male,C,no antibiotic,2.53,7.779146542,8.033857337,31.35271722,2.57,8.9335969
F3,C-,12,male,C,no antibiotic,2.55,5.916769004,7.957514068,42.392723,2.64,7.151170579
F3,C-,13,male,C,no antibiotic,2.7,7.88273362,6.896686688,27.31010385,2.82,19.76974419
F3,C-,14,male,C,no antibiotic,2.23,7.521825614,11.3707428,25.6303,2.71,1.933222923
F3,C-,15,male,C,no antibiotic,2.57,8.921921549,10.3693678,34.06792499,2.43,2.026957962
